place_id;place_was_nullated;place_no_end;place_time;place_size;Юридическое лицо, на имя которого выдано регистрационное удостоверение
ChIJC0G76Rs4tUYRfG2PRvD16l8;1.0;0.5;1826.0;2;Артлайф ООО
ChIJC28lEiZNtUYRbVf3ZCSZc0o;1.0;0.8846153846153846;1826.0;14;Фармапарк ООО
ChIJC5U4GoA1tUYRC9qDtPnR0rI;1.0;0.5;1826.0;2;Ликом НПО ООО
ChIJC5U4GoA1tUYRoZovpZ-wfjI;1.0;0.75;1827.0;4;Полихем С.А.
ChIJC6d9eC04tUYRSsITGGQcy3s;1.0;1.0;;1;"ООО ""Нортон"""
ChIJC7VhSBxLtUYRN0CgFH0ufFw;0.5;0.5;1827.0;2;"ООО ""Криосервис"""
ChIJC9qlt9MstUYRmvj5LMf-JFY;1.0;0.7918250659406109;1799.306241906242;282;Фармацевтическая компания Цисин
ChIJCUGGsGTT3UMRAL4jB40scy0;0.8125;0.6875;1826.0;14;"Общество с ограниченной ответственностью ""Биоком"" (ООО ""Биоком"")"
ChIJCVQaTKXKSkER-_U2cU6ff4Q;1.0;1.0;;17;Виал ООО
ChIJCX5vpGpNtUYRL9W72vihwO4;1.0;0.5;1826.0;7;"Общество с ограниченной ответственностью ""Фарма Био"""
ChIJCZBxI9xKtUYR4v5VFLNrjEs;1.0;0.6;1826.5;5;"Федеральное государственное учреждение ""Государственный институт кровезаменителей и медицинских препаратов"""
ChIJCaSdfB9LtUYRj5IGHij5VA0;1.0;0.5;1826.0;2;Рош Диагностикс ГмбХ
ChIJCbR2ESi1SkER5Cwm7WxPViI;1.0;0.96875;1827.0;17;Фармгид ЗАО
ChIJCdcAAgg1tUYRR17hAv_H7oU;1.0;0.5;1826.0;2;"ОАО ""Химический завод им.Л.Я.Карпова"""
ChIJCedEf3xOtUYRxn9KcFAwt2c;1.0;0.25;1826.0;8;"ООО ""Манас Мед"""
ChIJCw-0S69LtUYRTel-BnOb5lI;1.0;0.5;1826.0;2;Хоспира С.п.А.
ChIJCypTg2RKtUYRI-eS-PnJzYw;1.0;0.85;1826.1666666666667;49;"Общество с ограниченной ответственностью ""ПРОТЕК-СВМ"" (ООО ""ПРОТЕК-СВМ"")"
ChIJCze00SBItUYRJ5ABtBVe3vc;1.0;0.0;1826.0;1;"ООО ""Март"""
ChIJD1qjE9lKtUYR0Fo0WCYjxgc;1.0;0.8333333333333333;1826.6666666666667;22;Х.Лундбек А/О
ChIJD2ppfXxOtUYRXgerAER87O0;1.0;1.0;;2;"Общество с ограниченной ответственностью ""Фармбиопром"" (ООО ""Фармбиопром"")"
ChIJD3PHICZNtUYROMOUckT1VWY;1.0;0.5;1826.0;2;"Закрытое акционерное общество ""Фармапэк"" (ЗАО ""Фармапэк"")"
ChIJD6YefYY5tUYRMDjwVfS52EE;1.0;1.0;;3;Белкозин - Лужский завод ОАО
ChIJDQV3Bo85tUYRQEG2NjR2PIQ;1.0;0.8334448160535117;1826.203125;153;"Публичное акционерное общество ""Отисифарм"""
ChIJDQtEIfRMtUYRgJHulymdiQw;1.0;0.0;1826.0;1;"ЗАО ""Сальское РТП"""
ChIJDSFM6qlGtUYRTqW6Zqq3HrU;0.9846153846153847;0.6923076923076923;1826.0;65;Красногорсклексредства ОАО
ChIJDUpldf9KtUYRC0yofOD0OaM;0.9555555555555556;0.8666666666666667;983.1666666666666;19;БАСФ СЕ
ChIJDVjMMUisSkERAiTVUlwo4Tk;1.0;1.0;;1;Фарма АД
ChIJDYKyBS9NtUYRrp8Igx2DR8E;1.0;0.0;1826.0;1;"ЗАО ""Завод редких металлов"""
ChIJDZp2jeq1SkER7BVO4eRlOP0;1.0;0.1;1826.25;6;"Общество с ограниченной ответственностью ""Славянская аптека"""
ChIJDc_2xjpKtUYR7D7vKuMQp1E;1.0;0.0;2192.0;1;Дабур Индия Лимитед
ChIJDydTWbM2tUYRRJAcBNJk-Vw;0.8333333333333333;0.7083333333333333;1826.0;7;Технолог ЗАО
ChIJE-dmpWVKtUYRkCPgEhB5toQ;0.888888888888889;0.8333333333333334;1826.0;20;Ферросан АС
ChIJE0sVthA1tUYReV3aNniZTi4;0.9;0.7;1826.0;6;Техномедсервис ФП ЗАО
ChIJE2u4xbNKtUYRMKYfCObboSQ;1.0;0.6666666666666666;1826.0;5;Рада-Фарма ООО
ChIJE4LgyHmySkERO_UFSBeoSWc;1.0;0.0;1826.0;1;Возрождение и Развитие ООО
ChIJE9HMePtKtUYR9o7HfTrTs9o;1.0;1.0;;1;"ООО ""Фармацевтическая Компания Фуань"""
ChIJEQXULKw3tUYRVz37l5kMRtQ;1.0;0.0;1826.0;1;"ООО ""АПГ"""
ChIJETsQAH5KtUYR_9QUR7AmcZI;1.0;0.0;1826.0;1;Дальневосточные Медицинские системы ООО
ChIJEaGmb7VKtUYRvwGUj2rLp7I;1.0;0.875;1826.5;13;Фармасофт НПК ООО
ChIJEeZmpP-ySkER-3UPAsCHQf8;1.0;0.8;1826.0;5;"Закрытое акционерное общество ""Партнер"""
ChIJEfI83jhLtUYRGIhGve17gI0;0.9375;0.84375;1826.2;18;"ООО ""Квайссер Фарма"""
ChIJF-Pu0AhKtUYRMRDoV0f0WPI;1.0;0.5166666666666666;1826.4545454545453;45;"Закрытое акционерное общество ""АЛСИ Фарма"""
ChIJF1j3dpRKtUYRCgXhpc96mII;1.0;0.0;1827.0;1;ОАО «Транс-Альфа ГАЗ»
ChIJF3NFjwFJtUYRjgvQzvf-754;1.0;1.0;;1;Печеры Фирма ООО
ChIJF4-TfFpOtUYRrncUK1a5luY;1.0;1.0;;2;Витанта ООО
ChIJF53-kWizSkERxmOI5Y_dSAM;1.0;1.0;;4;Бэгриф ООО
ChIJFTA-jRdNtUYRf834SAJ3NPE;1.0;1.0;;2;"ЗАО ""Научно-исследовательский институт фотонной лучевой терапии"""
ChIJFTe2CNdOtUYR_1_DfdlVkzs;1.0;0.25;1018.5;3;Институт новых медицинских технологий ЗАО
ChIJFXPjK-FKtUYRN-JBKf1ce_8;1.0;1.0;;1;"ООО ""Фелицата Холдинг"""
ChIJF_KyULU2tUYRQEj1sAmiFn4;1.0;1.0;;1;СИ Груп Инк.
ChIJFfC6-Ck5tUYR8_cDq_aEqeI;1.0;0.697278911564626;1826.04;91;"Федеральное государственное унитарное предприятие Научно-производственный центр ""Фармзащита"" Федерального медико-биологического агентства (ФГУП НПЦ ""Фармзащита"" ФМБА России)"
ChIJG0iSYns3tUYR90htc9dQ4CU;1.0;0.6666666666666666;1827.0;7;Фармацойтише Фабрик Монтавит Гезельшафт м.б.Х.
ChIJG6xAOMNZNUERW7ieCe_9-20;1.0;0.0;1826.0;1;"ООО ""Корус Фарм"""
ChIJG9DKyuRHtUYRjdyszHHcPTE;1.0;1.0;;2;"ООО ""СИА ИНТЕРНЕЙШНЛ АФС"""
ChIJGQdQm8k0tUYRvkzzQEIPhuM;0.9642857142857143;0.9642857142857143;1827.0;24;"ООО ""Алкон Фармацевтика"""
ChIJGTxC5wxLtUYRe5GfEKUONRk;0.9;0.7;1826.0;10;Лаборатории Галдерма
ChIJGUwxNl9ItUYRcg3-IZK-9Lg;0.9285714285714286;0.5714285714285714;1826.0;13;"Областное бюджетное учреждение здравоохранения ""Ивановская областная станция переливания крови"""
ChIJH-F-gQY2tUYRF__U3NRv67k;1.0;1.0;;4;"ООО ""БрендФарма"""
ChIJH-lB4dJDtUYRM9jGnrHV7I0;1.0;1.0;;3;"Федеральное бюджетное учреждение ""33 Центральный научно-исследовательский испытательный институт Министерства обороны Российской Федерации"""
ChIJH2ksvAZLtUYRUk2LmuJqO6c;0.9710144927536232;0.8985507246376812;1904.4285714285713;25;Юникем Лабораториз Лтд.
ChIJH34brYlLtUYR0WvtGvsykEU;1.0;1.0;;1;Биофак С/А
ChIJH8wNpBJNtUYR5FcwAtt8qFc;1.0;0.8181818181818182;1827.0;11;ДжиИ Хэлскеа АС
ChIJHQEeHt00tUYRrIQit1BuT-0;1.0;0.4;1826.6666666666667;5;"ООО ""ИТФ"""
ChIJHQagpa9MtUYRgW7qRYnOBgU;1.0;1.0;;9;Херэус Дойчланд ГмбХ и Ко. КГ
ChIJHQmDXeEUtUYRP-KgtFu-14o;1.0;0.5;1827.0;2;"ООО ""Промгаз"""
ChIJHRcRxyFLtUYRliC4vK252Cc;1.0;1.0;;1;Синофарм Вейцида Фармасьютикал Ко., Лтд
ChIJHTRqI8LKSkERuw4Luplp0K0;0.9772727272727273;0.7662337662337663;1796.7142857142858;49;государственное  учреждение  здравоохранения «Свердловская областная станция переливания крови»
ChIJHUDYYjhKtUYRaSwwTKIGBfs;1.0;0.25;1827.0;8;Дельта Медикел Промоушнз АГ
ChIJHUELzg6ySkERxHI6oERYW9I;1.0;1.0;;2;"ООО ""Стратегия"""
ChIJHWCmlPJKtUYRQK1XXQwutpU;0.3333333333333333;0.3333333333333333;1826.0;3;Институт мозга человека РАН
ChIJHXK1JTqzSkERrd1Fn4mjUWI;1.0;0.375;1826.142857142857;27;С.П. Инкомед ООО
ChIJHYEHrJZOtUYRaHUEWuv6bos;1.0;1.0;;5;"ЗАО ""Экополис"""
ChIJHaiJNvRKtUYRmkNH_5Y7Dm0;1.0;1.0;;3;Лаборатория Экспансьянс
ChIJHdChMXhNtUYRQ7K49saBCMY;1.0;0.5;1826.0;4;Юрия-Фарм ООО
ChIJHw5Hh-FLtUYRNtFLIxpRoNs;0.8333333333333334;0.8333333333333334;1826.0;6;Люми ООО [Санкт-Петербург]
ChIJHy7zmMJKtUYRXLiQYIAPoyM;0.96875;0.6770833333333334;1826.1666666666667;36;Пфайзер ПГМ
ChIJHylW4w4VtUYRg9FRkm9eHv8;1.0;0.0;1826.0;2;Доза ФП ООО
ChIJI0J6gWtKtUYR1IbyoUvzNeI;1.0;0.45;1826.0;7;Майоли Спиндлер Лабораториз
ChIJI3OyxetKtUYR37WnYHfn-1M;1.0;0.42857142857142855;1826.5;10;Аллерган, Инк.
ChIJI3pnC8A2tUYRELgrYngPJCg;0.923076923076923;0.4858160358160359;1826.4590909090907;72;"Общество с ограниченной ответственностью ""Компания ""Деко"""
ChIJI4EoukazSkERrYwrTQyZLnw;1.0;1.0;;6;"ООО ""Наука, Техника, Медицина"""
ChIJI4yfn75OtUYRGG4VQOaQWXs;0.9898346435348333;0.8645673760877194;1812.2535014005603;260;Эгис Фармацевтический завод ОАО [Будапешт, Керестури]
ChIJI70Yhr1LtUYRIa-fr2wyxyg;1.0;1.0;;6;Алтайхимпром ОАО
ChIJI7EIm7W0SkERCd9a5ORbt_k;1.0;1.0;;1;"ОАО ""Московский завод сычужного фермента"""
ChIJI8v3tcxLtUYRNZVab2NgNJ8;1.0;1.0;;6;"Открытое акционерное общество ""Кемеровская фармацевтическая фабрика"""
ChIJIRy8yhxNtUYRKmK5YYACnUo;0.9285714285714286;0.7857142857142857;1826.0;14;Генфа Медика С.А.
ChIJITU6Ti-zSkEREcJQfX75OXU;1.0;0.5277777777777778;1826.3055555555557;30;Партнер ЗАО
ChIJIVIvn9Y1tUYRC8cPOX4hEZc;0.0;0.0;1826.0;1;Санитас АО
ChIJIWgDCdlKtUYRE6iUnHHU6qI;1.0;0.25;1826.0;3;"Общество с ограниченной ответственностью ""ХОМЕКСФАРМ"" (ООО ""ХОМЕКСФАРМ"")"
ChIJIX0cdDjKSkERsRAAzV48JAE;1.0;0.0;1827.0;3;ФГУП СПбНИИВС ФМБА России
ChIJIX1cYqI2tUYRxQeEK9wKaqY;1.0;1.0;;1;Интасол ООО
ChIJIboDtA9LtUYRmmn1IXWOBXg;1.0;1.0;;2;ФДС Фарма
ChIJIdcSfMO0SkERtaYxSYeuK54;1.0;0.5;1826.0;4;"ЗАО ""ТехГазСервис"""
ChIJIxJ6_9a0SkER5Oehq-81Kg8;1.0;1.0;;13;"ООО ""ЭкоФармИнвест"""
ChIJIzMveudTtUYRVc59aRu00Rk;1.0;0.6228571428571429;1826.0;17;Федеральное государственное унитарное предприятие «Предприятие по производству бактерийных и вирусных препаратов Института полиомиелита и вирусных энцефалитов им. М.П. Чумакова РАМН (ФГУП «ПИПВЭ им. М.П. Чумакова ФГУП РАМН»)
ChIJIztTuiW1SkERHvTkyjAbFEI;1.0;1.0;;1;"ООО ""Биоком Технология"""
ChIJJ5a0C521SkER1W8RNDZUF5Q;1.0;1.0;;1;"ООО ""МОСФАРМ"""
ChIJJ6kwNYxJtUYRzA_kvmsKLi0;0.990909090909091;0.9411764705882353;1848.9583333333335;285;"Открытое акционерное общество ""Авексима"" (ОАО ""Авексима"")"
ChIJJ8OtDSBKtUYR1vvor6hLTaE;0.9375;0.8843085106382979;1461.2;63;"ООО ""Гиппократ"""
ChIJJS3Lnh9KtUYRbkYHY9LYO1M;1.0;0.7740384615384616;1826.5;21;"ООО ""Мерц Фарма"""
ChIJJVjPzajKSkERhnO5rodDLrw;0.3333333333333333;0.0;1826.0;3;Норбиофарм ЗАО
ChIJJW8-WA1LtUYRg-3gaBRJ-7M;0.8333333333333334;0.6666666666666666;1826.0;6;Алембик Лимитед
ChIJJWcQBftOtUYRImaibzX5718;1.0;1.0;;3;Фармаген ЗАО
ChIJJYD9919ItUYRkPUMOOsQ5Uc;1.0;1.0;;3;Медикем С.А.
ChIJJ_JYnXw3tUYRUDsnN-9Najo;1.0;0.0;1826.0;1;"ООО ""Команда МКС"""
ChIJJbDwwu2xSkERMgfncgO7Srw;0.9;0.6;1731.75;6;Лилли Франс С.а.С.
ChIJJfc_heZItUYRs5nshVyIoKc;1.0;0.6;1826.25;9;"ЗАО ""Мединторг"""
ChIJJffwVIhKtUYRT-zLp6JNoBI;1.0;0.896551724137931;1826.6666666666667;29;ОАО «Биохимик»
ChIJJwFs9GuzSkER5T5Mro_6D7M;1.0;0.5111111111111111;1826.375;14;"Федеральное государственное бюджетное учреждение ""Российский онкологический научный центр имени Н.Н. Блохина"" Министерства здравоохранения Российской Федерации (ФГБУ ""РОНЦ им. Н.Н.Блохина"" Минздрава России)"
ChIJK0rYtcBLtUYResOUj5SMSRw;1.0;1.0;;5;"ЗАО ""Центр новых технологий Здоровье"""
ChIJK16zWhm0SkERsOlHpiYy6zM;1.0;1.0;;1;"ООО ""Гутта"""
ChIJK1hCVERKtUYRi0sTgwx6GKs;1.0;1.0;;5;Лаборатория Иннотера
ChIJK2W85QNKtUYR5Ad05nkDUsg;0.9777777777777779;0.7333333333333334;2005.8666666666668;50;Рихард Биттнер АГ
ChIJK3Vnyb1MtUYRVigS41qAigo;1.0;0.42857142857142855;1826.5;8;"ООО Группа компаний ""Граминэкс-фарма"""
ChIJK4ELVNtNtUYRjlNFkPzgOFg;0.9523809523809524;0.6340548340548341;1826.4155251141553;195;"Закрытое акционерное общество ""ВЕРТЕКС"" (ЗАО ""ВЕРТЕКС"")"
ChIJK4QzL7E_tUYRqaKJePuBdZg;1.0;1.0;;1;Трифарма С.п.А.
ChIJK8SNhoU2tUYR5qkl5-Zcn5w;1.0;0.8214285714285714;1584.4;28;ДСМ Нутришнл Продактс Лтд
ChIJK_t0p51JtUYR4sDo0FT6H3Q;1.0;0.17857142857142858;1826.5;15;Хайгланс Лабораториз Пвт. Лтд.
ChIJKbMvnyhNtUYRPm33FHCRqfM;1.0;0.8529411764705883;1670.2;19;"ООО ""Национальная Исследовательская Компания"""
ChIJL4UqT8pJtUYRDAzLwHSNzNA;0.9345238095238094;0.9003357753357752;1826.6666666666667;52;Лео Фармасьютикал Продактс Лтд А/С (Лео Фарма А/С)
ChIJLRinf8JLtUYR66DCfuaH-mE;1.0;1.0;;18;"ООО ""Фармстандарт"""
ChIJLU0xNphOtUYRrGoN8aLqLYA;1.0;0.3333333333333333;1826.0;3;ООО Славянская аптека
ChIJLVYjKF6ySkEROHZmLPVFRMo;1.0;0.5;1826.0;4;Савафарм ООО
ChIJLVizkz1KtUYRrPTnWXFVDnA;1.0;1.0;;6;ИПиИ Фарма Груп Лтд
ChIJLVwklEBKtUYRNPG-10fOBjI;1.0;0.0;1826.0;1;"ООО ""Райфарм"""
ChIJLZPV7481tUYRFtuX8aibG6w;1.0;1.0;;2;Мелиген фармацевтическое предприятие ЗАО
ChIJLfIUHHlMtUYRTyHQtSK1ZwU;1.0;0.6666666666666666;1289.0;3;"НИИ ядерной физики ФГНУ (""НИИ ЯФ"" ФГНУ)"
ChIJLxkCBJM0tUYRPV89cOWTrDo;0.0;0.0;1826.0;2;Имрэкс НПП ООО
ChIJLzxCmDRPtUYRqxxR125Gr7k;1.0;0.5;1826.0;2;Ликвор ЗАО
ChIJM-6Y9VC0SkERGkvjZC26OqA;0.9230769230769231;0.5769230769230769;1826.0;26;Др.Тайсс Натурварен ГмбХ
ChIJM22XSIqtSkER-qJ76B2oIE0;1.0;0.5;1827.0;2;"ООО ""БС Технология"""
ChIJM2qWpwBNtUYR1gA2oCBAxQE;1.0;1.0;;1;ЗАО «ЛЕНТЕХГАЗ»
ChIJM3hjD68_tUYRjihSwzukHLc;1.0;0.8333333333333333;1826.0;4;"ООО ""Акела-Н"""
ChIJM9szLLqtSkERywPbkwQz5kc;1.0;0.8178947368421052;1826.2407407407409;48;ФармВилар ФПК ЗАО
ChIJMTS9rhK2SkERn9D_EI5eC-0;1.0;1.0;;1;"ООО ""Гирудо-Мед.Юг"""
ChIJMXbQbBC2SkERYIkrGfn8R_Q;1.0;0.3333333333333333;1826.5;6;"Общество с ограниченной ответственностью ""Ремедия"""
ChIJMXfMHz1LtUYRieZAqde4JTw;1.0;1.0;;33;"ООО ""Инвар"""
ChIJMYDdVe0xtUYRSGVydXIiHDg;1.0;1.0;;1;"Оздоровительное Учреждение ""Лечебно-диагностический центр Международного института биологических систем"" (ОУ ""ЛДЦ МИБС"")"
ChIJMYroE39HtUYRtV9_5i4gVDk;1.0;1.0;;3;Присайз Кемифарма Пвт.Лтд
ChIJMYssdP1LtUYRGxc2U1IgrrY;1.0;1.0;;2;"ООО ""Нике-мед"""
ChIJMakVf4E3tUYRknWjlz256fc;0.8333333333333333;0.7083333333333333;1826.0;7;"ООО ""Научно-экспериментальное производство ""Микрохирургия глаза"""
ChIJMekRQClNtUYR9nKm3MogA8w;1.0;1.0;;1;Ломафарм Рудольф Ломанн ГмбХ КГ
ChIJMzuB-MpJtUYRgUXpKMmgsvY;1.0;1.0;;4;Лаборатория Ленинг С.а.С.
ChIJN2Q4iytLtUYRLm6Rf4FVeMk;1.0;1.0;;25;Миракл Фарма Груп Лтд
ChIJN5gYF1dJtUYROdS9xE_yuP0;0.0;0.0;1826.0;1;Сибел-Центр ЗАО
ChIJN5niGMw3tUYRBb895tvqGIM;0.9444444444444444;0.7749999999999999;1826.0714285714284;78;"ООО ""Фармацевтическая компания ""Здоровье"""
ChIJN5oxUnW0SkERWYpJ7qGYp-w;0.8333333333333334;0.4804161566707467;1710.0024038461538;88;"Общество с ограниченной ответственностью ""Джодас Экспоим"""
ChIJN5t4CjesSkERQ1DK79U7f40;0.8855721393034827;0.6821856625961104;1826.2373015873015;217;"Закрытое акционерное общество ""ВИФИТЕХ"" (ЗАО ""ВИФИТЕХ"")"
ChIJN63RGqvLSkERLv_MVB4qieY;1.0;0.0;1826.0;1;"ООО ""Фармацевтическая компания Эген"""
ChIJN6HKHxZLtUYRdmH4zD2uK14;1.0;0.8918918918918918;1826.0833333333333;42;"ООО ""МСД Фармасьютикалс"""
ChIJNVBD912xSkERQFkeJLCL0Po;1.0;1.0;;10;ТНК Силма ООО
ChIJNXiLcGu0SkERG9CwzLpYuu8;1.0;0.75;1141.0;4;Танаис НПО ООО
ChIJN_baIpe1SkERHIhZfhT4_wU;0.5;0.0;1826.0;4;Экотем (Экологическая Технология в Медицине) НОЦ
ChIJN_nsU0DMSkERAtYswXjfUTs;1.0;0.5555555555555555;1826.5;5;"Открытое акционерное общество ""Линде Газ Рус"" (ОАО""ЛГР"")"
ChIJNaGjKC9ItUYRoH7Ze6ndOuY;1.0;0.75;1099.0;5;Корпорация Олифен ЗАО
ChIJNaQzZUtStUYRKqSMbnCkSZg;0.7757936507936508;0.4853174603174603;1600.9484126984128;57;Химико-Фармацевтическая компания Александрия
ChIJNcBj9RpLtUYR6q3lMJqs76U;1.0;0.9739583333333333;1827.0;102;"Общество с ограниченной ответственностью ""Международная корпорация ""ЭДАС"" (ООО ""ЭДАС"")"
ChIJNewPIBpKtUYRhqkeywdR6p4;1.0;0.7222222222222222;1751.0;10;Актелион Фармасьютикалз Лтд.
ChIJNzgXIn9KtUYRwM2AKC_T2n0;1.0;0.0;1826.0;2;"ООО ""Авис Рус"""
ChIJO2VluUhNtUYRJ3MX1U_JXsI;1.0;0.7045454545454546;1826.625;32;"Закрытое акционерное общество ""Вектор-Медика"" (ЗАО ""Вектор-Медика"")"
ChIJO8w-ehlLtUYRSAFnfDwHshk;1.0;1.0;;1;"OOO ""НОВОМЕД"""
ChIJO9tdzS5KtUYRiJfVDt3WQi4;1.0;0.5357142857142857;1826.0;9;Технопарк-Центр ООО
ChIJORk6YOBJtUYRPSWTEYIBEQ8;1.0;0.0;1826.0;2;ПУЛЬСИОН Медикал Системс АГ
ChIJOSKTeoVJtUYR12LFZtXzGl4;1.0;1.0;;3;Станция переливания крови Департамента здравоохранения ГУЗ [Москва]
ChIJOSl-i-MttUYRH3q9oIMwVbo;1.0;0.6666666666666666;1827.0;10;"Федеральное государственное учреждение ""48 Центральный научно-исследовательский институт Министерства обороны Российской Федерации"""
ChIJOSu734VJtUYRhdkOc2ECKrw;0.9897959183673469;0.8673469387755102;1826.2307692307693;50;АстраЗенека ЮК Лимитед
ChIJOW96InZJtUYRslUuOSdpY08;1.0;1.0;;1;"ООО ""Институт регенеративной биомедицины"""
ChIJOZlzXf5ItUYRt15PvD7PTpM;1.0;0.12373737373737373;1826.266447368421;31;"Закрытое акционерное общество ""Р-Фарм"" (ЗАО ""Р-Фарм"")"
ChIJOdOju2_MSkEREW58BUhDs2k;1.0;0.9375;1393.0;29;"Федеральное государственное унитарное предприятие ""Государственный завод медицинских препаратов"" (ФГУП ""ГосЗМП"")"
ChIJOdxmBP1HtUYR1_DsidjqS1I;0.9555555555555556;0.4909090909090909;1826.1333333333332;78;"Общество с ограниченной ответственностью ""АЛКОЙ"""
ChIJOf5TFM27SkERYDZ8uJZVLks;1.0;0.5;1826.0;4;"ООО ""Любергаз"""
ChIJOwi4095HtUYRM_nWv05vBlk;0.25;0.25;1826.0;4;Биофарм Право-Альфа ЗАО
ChIJP-cjoUZItUYR8Ul8Z7-mKhc;1.0;0.0;1826.0;1;"Общество с ограниченной ответственностью ""ЭДВАНСД ТРЕЙДИНГ"""
ChIJP50hfn02tUYRV6Rvxnfbxg4;1.0;1.0;;1;"Акционерное общество ""Конструкторское бюро химавтоматики"""
ChIJP9rRaspJtUYRN5_yqYcXiKY;0.957272780960255;0.5455176282997697;1770.6012241054614;348;Сандоз д.д.
ChIJP9sq_9kstUYR1zaY8rTKlnA;1.0;0.5;1146.0;6;"Закрытое акционерное общество ""Патент-Фарм"""
ChIJPSqAfPJKtUYRHpBjRB2OPPI;1.0;1.0;;2;Эвоник Рексим (Наньнин) Фармасьютикал Ко.Лтд
ChIJPc3OcI82tUYREAAuIhu3cWA;0.0;0.0;1826.0;1;ДСМ Нутришнл Продактс Инк
ChIJPeNOHhdStUYRQHItRB3b5r0;0.0;0.3333333333333333;1826.0;4;Биохеми С.А.
ChIJPwXWEyi1SkERRb-_DBO6xY4;1.0;0.0;1826.0;1;Санофи Пастер Лимитед
ChIJPwXWEyi1SkERq8Hod9dusM4;0.9;0.405952380952381;1826.4466666666667;52;Эльфа НПЦ ЗАО
