Производитель;Тренд;Нарушения экспертно;Тяжесть нарушения экспертно;Изъятие из обращения;Приостановлена реализация;Разрешен;Скорость реагирования;Тяжесть нарушения;Наименование товара;place_total_fail;lat;long;place_id;google_name;google_rating;site;reviews;world_rank;country_rank;link_numbers;place_was_nullated;place_no_end;place_time;place_size;Юридическое лицо, на имя которого выдано регистрационное удостоверение;place_fail_rel_size;Иностранцы;Россия;контрафактное ЛС;недоброкачественное ЛС;незарегистрированное ЛС;оригинальное ЛС;сомнительное ЛС;фальсифицированное ЛС;Партия;Брак поставщика (подтвержден);Брак производителя (изъятие без уничтожения);Брак производителя (партия);Брак производителя (территория);Брак производителя Россия;Изменение;Изъятие;Изъятие незарегистрированного ЛС;Изъятие по неподтвержденной декларации;Контрафакт;Незаконный ввоз;О переводе на предварительный контроль;Отзыв;Отзыв деклараций о соответствии;Отзыв производителем;Отзыв производителем (Ф/С);Отзыв производителем партии;Ошибка репортера;Прекращение обращения;Приостановление;Приостановление реализации;Разрешение (партия);Разрешение (серия);Разрешение реализации;Фальсификация;Фальсификация (изъятие по признакам);Фальсификация полное изъятие;Фальсификация приостановление;place_total_letters;Итоговый рейтинг
ГлаксоСмитКляйн Трейдинг ЗАО/пр.ГлаксоСмитКляйн Фармасьютикалз С.А.;-1.0;;0.0;1.0;0.0;0.0;;1.0;1;2.0;55.770605;37.421299;ChIJcWTIzMtItUYRsMzR_m-qC_s;Glaxosmithkline;;http://www.glaxosmithkline.ru/;[];;;;0.8765977556666839;0.8611833230224606;1826.4666666666665;268.0;"Закрытое акционерное общество ""ГлаксоСмитКляйн Трейдинг""";0.0037313432835820895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5012437810945274
Кревель Мойзельбах ГмбХ;1.0;;0.0;0.6666666666666666;0.3333333333333333;0.3333333333333333;255.0;1.0;1;3.0;55.77538509999999;37.5858111;ChIJceyUBiNKtUYRyJmP0fAAc-k;Кревель Мойзельбах ГмбХ;;http://www.krewel-meuselbach.ru/;[];6578562.0;631143.0;19.0;1.0;0.5454545454545454;1826.0;11.0;Кревель Мойзельбах ГмбХ;0.09090909090909091;1.0;0.0;0.0;0.625;0.0;0.0;0.375;0.0;0.0;0.0;0.025;0.0;0.375;0.075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.05;0.0;0.05;0.0;0.125;0.05;0.0;0.15;40.0;0.5303030303030303
Ферринг Арцнаймиттель ГмбХ;0.0;;0.0;0.0;1.0;0.0;;1.0;1;1.0;55.748179;37.5839001;ChIJcxfWBLRLtUYRUD7iIwIA3TM;Ferring Pharmaceuticals;;http://www.ferring.ru/;[];7878465.0;;81.0;1.0;0.5830940988835726;1826.0;35.0;Ферринг ГмбХ;0.02857142857142857;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5095238095238095
ЭВЕР Нейро Фарма ГмбХ;0.0;;0.0;1.0;0.0;0.5;98.0;1.0;2;4.0;55.7885929;37.58869519999999;ChIJd22kARNKtUYR_15_VenR82g;Эбеве Фарма;;https://www.rlsnet.ru/firm_index_id_404.htm;[];12672.0;834.0;1330.0;0.9924242424242424;0.7973484848484849;1826.666666666667;56.0;Эбеве Фарма Гес.м.б.Х. Нфг.КГ.;0.03571428571428571;1.0;0.0;0.0;0.7043478260869566;0.0;0.21739130434782608;0.0782608695652174;0.0;0.008695652173913044;0.0;0.0;0.0;0.0;0.0;0.0;0.008695652173913044;0.0;0.0;0.008695652173913044;0.0;0.0;0.17391304347826084;0.008695652173913044;0.5739130434782609;0.0;0.0;0.0;0.026086956521739132;0.08695652173913042;0.043478260869565216;0.0;0.017391304347826087;0.0;0.034782608695652174;0.0;0.0;0.017391304347826087;115.0;0.511904761904762
Фирн М ЗАО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.785867;37.61419;ChIJdQJbAQdKtUYRC47YwAAmDUM;"ЗАО ""Фирн М""";0.0;;[['Производят отличное средство от простуды и гриппа Гриппферон', 5, 1498977329]];;;;0.9829059829059829;0.5810023310023311;1826.4629629629626;54.0;Фирн М ЗАО;0.018518518518518517;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3395061728395062
Ципла Лтд;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.658984;37.63734390000001;ChIJdc7WB2uzSkERpAE4Y-RSKqI;ООО «ПРОТЕК-СВМ»;;http://protek-svm.ru/;[];9201744.0;;15.0;0.96875;0.7986111111111109;1826.2222222222226;31.0;Ципла Лтд.;0.03225806451612903;1.0;0.0;0.0;0.8947368421052632;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.631578947368421;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05263157894736842;0.10526315789473684;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.510752688172043
Росбио ООО;0.0;;0.0;0.0;1.0;0.0;;1.0;1;1.0;55.42226700000001;37.553157;ChIJe73X6xWoSkERsmC6psMeDhM;Зелдис-Фарма;0.0;http://www.zeldis.ru/;[['', 5, 1521028779]];8268951.0;699603.0;30.0;1.0;0.75;1826.0;12.0;Росбио ООО;0.08333333333333333;0.0;1.0;0.0;0.88;0.0;0.0;0.12;0.0;0.04;0.0;0.0;0.0;0.16;0.04;0.0;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.04;0.0;0.0;0.0;0.0;0.16;0.28;0.0;0.04;0.0;0.0;0.08;0.0;0.04;25.0;0.3611111111111111
Дальхимфарм ОАО;0.0;;0.0;0.3333333333333333;0.6666666666666666;0.3333333333333333;;0.4666666666666667;3;3.0;55.70634010000001;37.7257273;ChIJeZc7yh21SkERx5trQmeTwnI;Дальхимфарм;;http://dhf.khv.ru/;[];212239.0;14713.0;2423.0;0.9841772151898734;0.7332017303635183;1809.7614379084966;348.0;"Открытое акционерное общество ""Дальхимфарм""";0.008620689655172414;0.0;1.0;0.0;0.9829059829059827;0.0;0.017094017094017096;0.0;0.0;0.02564102564102564;0.008547008547008548;0.008547008547008548;0.0;0.3547008547008547;0.21367521367521367;0.0;0.038461538461538464;0.0;0.0;0.0;0.0;0.0;0.042735042735042736;0.0;0.1452991452991453;0.0;0.01282051282051282;0.0;0.0;0.11965811965811965;0.034188034188034185;0.0;0.008547008547008548;0.01282051282051282;0.0;0.0;0.0;0.0;234.0;0.325095785440613
СиЭнВиТи Фарма Лимитед/пр.Актавис Групп АО;1.0;;0.0;0.6666666666666666;0.3333333333333333;0.6666666666666666;201.0;1.0;2;6.0;55.7362664;37.62236899999999;ChIJf5WJuQNLtUYR53XHU6jH9zM;АКТАВИС;;;[];;;;1.0;0.7854533594259622;1826.297619047619;113.0;ООО Актавис;0.017699115044247787;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.5058997050147492
Зентива а.с.;0.0;;0.0;1.0;0.0;0.0;;1.0;2;2.0;55.7676305;37.60085120000001;ChIJfXUVSz9KtUYRQNT2nzsvvmw;Зентива Фарма;;http://www.zentiva.ru/;[];;;;0.9237097598364844;0.8553142565150741;1807.9857320099252;200.0;Зентива к.с.;0.01;1.0;0.0;0.0;0.6785714285714286;0.0;0.32142857142857145;0.0;0.0;0.011904761904761904;0.0;0.0;0.0;0.3928571428571429;0.047619047619047616;0.0;0.011904761904761904;0.0;0.0;0.0;0.0;0.0;0.32142857142857145;0.011904761904761904;0.15476190476190474;0.0;0.023809523809523808;0.0;0.0;0.023809523809523808;0.011904761904761904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0;0.5033333333333333
Фармцентр ВИЛАР ЗАО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.56703140000001;37.569966;ChIJfc2KK7qtSkERmQNGKtfCpNU;Фармцентр Вилар;0.0;http://www.vilar-plant.ru/;[['', 5, 1371336165]];11451330.0;838916.0;26.0;0.9206349206349206;0.6578194119177725;1845.7857142857144;98.0;Фармцентр ВИЛАР ЗАО;0.01020408163265306;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.125;0.0;0.4375;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.336734693877551
Нижфарм АО;0.0;;0.0;0.0;1.0;0.0;;1.0;1;1.0;55.73557599999999;37.62320109999999;ChIJfdsnBwNLtUYR5lPQmuVHdpc;Stada CIS;;http://stada.ru/;[];169055.0;19751.0;234.0;0.8488372093023255;0.5;1522.0;86.0;Нижфарм ОАО;0.011627906976744186;0.0;1.0;0.0;0.8843537414965986;0.0;0.0;0.11564625850340135;0.0;0.006802721088435374;0.0;0.0;0.0;0.3673469387755102;0.061224489795918366;0.006802721088435374;0.013605442176870748;0.0;0.0;0.0;0.0;0.0;0.020408163265306117;0.0;0.034013605442176874;0.11564625850340135;0.013605442176870748;0.0;0.0;0.1836734693877551;0.020408163265306117;0.0;0.16326530612244894;0.0;0.0;0.0;0.0;0.0;147.0;0.5038759689922481
Фармстандарт-Лексредства ОАО;0.0;Упаковка.;4.0;0.0;1.0;0.0;;1.0;1;1.0;55.92114880000001;37.5273201;ChIJgTkLbY85tUYRjy6a50nTqAQ;ФАРМСТАНДАРТ;0.52;https://pharmstd.ru/;"[['Эти ребята класс! По роду работы приходится сталкиваться с ними,они даже на складе работать не хотят!!! Работают одни пенсионеры,и люди пред пенсионного возраста!!!сами не работают и другим не дают!!!', 1, 1508333046], ['Кларисенс. Почему в упаковке из 30 таблеток по 10 мг (цена 115 р 50 коп), содержаться только 28 таблеток? Тут в принципе дело, не в деньгах. Покупатель должен знать, что не получит ""кота в мешке"".    \nНа сайте обратная связь не работает. В поле где должны стоять предлагаемые цифры -стоят слова (Например вместо 33, стоит Tri Tri), пробовала вводить и цифрами и буквами- сообщение не уходит.\nПрошу ответить.', 2, 1407821403], ['Уважаемые друзья! Купил Ваш спрей, а применить не могу - он почти совсем не брызгается. Видимо, в упаковке (баллоне) есть брак. По обратной связи не смог Вам написать - сообщает, что неверно написаны цифры. Перепробовал все варианты - писал цифрами, буквами (кириллицей и латынью) - ничего не прошло. Вероятно, Вы сделали эти трудности не случайно.', 2, 1365786770], ['я вегетарианка, купила компливит, прочла в инструкции в списке вспомогательных веществ -желатин, и пришлось сразу же выбросить в мусор и вынести. Как жаль потраченных денег, пусть и небольших. ', 1, 1409158362], ['Дно', 1, 1503638268]]";705109.0;46207.0;209.0;0.9121758569299554;0.6049228886769353;1833.1329110704114;565.0;Фармстандарт-Уфимский витаминный завод ОАО;0.0017699115044247787;0.0;1.0;0.0;0.8933717579250721;0.0;0.02881844380403458;0.07780979827089338;0.0;0.025936599423631124;0.0;0.01440922190201729;0.0;0.3919308357348703;0.07492795389048991;0.002881844380403458;0.002881844380403458;0.0;0.0;0.0;0.0;0.0;0.008645533141210375;0.069164265129683;0.15273775216138327;0.06051873198847262;0.005763688760806916;0.0;0.002881844380403458;0.06628242074927954;0.05187319884726225;0.0;0.025936599423631124;0.03746397694524496;0.0;0.008645533141210375;0.0;0.023054755043227664;347.0;0.5072566371681416
Медхимпром-ПХФК;-1.0;;0.0;0.5;0.5;0.0;;0.4;1;2.0;55.748162;37.9759529;ChIJh5D3XkHJSkERlTDYYs0NaxE;Медхимпром;;http://www.medhimprom.ru/kontakty;[];4427251.0;300813.0;8.0;0.9333333333333332;0.6848484848484849;1826.4166666666665;19.0;"Промышленная химико-фармацевтическая компания  открытое акционерное общество ""Медхимпром"" (ОАО ПХФК ""Медхимпром"")";0.05263157894736842;0.0;1.0;0.0;0.7368421052631579;0.0;0.0;0.2631578947368421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05263157894736842;0.0;0.0;0.0;0.0;0.0;0.05263157894736842;0.05263157894736842;0.5789473684210527;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.15789473684210525;19.0;0.31754385964912285
Пабяницкий ФЗ Польфа АО;0.0;;0.0;0.0;1.0;0.0;;1.0;1;2.0;55.74762399999999;37.563588;ChIJh6UxpMhLtUYRI6kmpUlpPqM;Ciech Polfa;;https://www.polfa.eu/ru/;[];6910622.0;;20.0;0.4473684210526316;0.4605263157894737;1683.111111111111;22.0;Польфа-Лодзь фармацевтический завод АО;0.045454545454545456;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.8888888888888888;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;0.05555555555555555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05555555555555555;0.05555555555555555;0.0;0.0;0.05555555555555555;0.0;0.1388888888888889;0.3888888888888889;0.027777777777777776;0.19444444444444445;36.0;0.5151515151515151
Шрея Лайф Сайенсиз Пвт Лтд;0.0;;0.0;1.0;0.0;1.0;358.0;1.0;1;1.0;55.749545;37.70312699999999;ChIJhZzA0A9LtUYRKNy2RR6u9uA;Шрея Лайф Саенсиз Пвт Лтд;;http://www.shreyalife.com/;[];7275158.0;;25.0;1.0;0.9623655913978496;1826.0;71.0;Шрея Лайф Сайенсиз Пвт.Лтд;0.014084507042253521;1.0;0.0;0.0;0.9930555555555556;0.0;0.006944444444444444;0.0;0.0;0.0023148148148148147;0.0;0.0046296296296296285;0.0;0.4976851851851852;0.2708333333333333;0.0023148148148148147;0.0023148148148148147;0.0;0.0;0.0;0.0;0.0023148148148148147;0.053240740740740734;0.04166666666666666;0.02083333333333333;0.0;0.037037037037037035;0.0;0.0;0.027777777777777776;0.03935185185185185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;432.0;0.5046948356807511
Микроген НПО ФГУП (Московское подразделение им.Габричевского);0.0;Маркировка.;4.0;1.0;0.0;0.0;;1.0;1;1.0;55.77537299999999;37.61705900000001;ChIJieZTUhNKtUYRlHpcqUkqDTE;МИКРОГЕН, НПО ФГУП предприятие по производству бактерийных препаратов им. Г.Н.Габричевского;0.0;http://www.microgen.ru/;[['', 5, 1454321398]];962655.0;100778.0;155.0;0.7037037037037037;0.30811662726556344;2025.2763157894733;260.0;"Федеральное государственное унитарное предприятие «Научно-производственное объединение по медицинским  иммунобиологическим препаратам «Микроген» (ФГУП ""НПО ""Микроген"")";0.0038461538461538464;0.0;1.0;0.0;0.6666666666666666;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.3346153846153846
Лек д.д./уп.Сотекс Фармфирма ЗАО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.78570600000001;37.583986;ChIJk7FXGh5KtUYRUtOdUwazFNE;DSM Group;0.0;http://www.dsm.ru/;[['', 5, 1509901177], ['', 5, 1494950948]];1565275.0;131154.0;153.0;1.0;0.0;1826.0;2.0;Фармация Лтд (компания группы Пфайзер);0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.21428571428571427;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.10714285714285714;0.03571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;0.5
Айвэкс Фармасьютикалс с.р.о.;0.0;;0.0;0.5;0.5;0.0;;1.0;1;2.0;55.7294407;37.62600669999999;ChIJkbo1cRJLtUYRMGRLo57JCGQ;Тева;;http://utrinos.ru/;[];3832997.0;263953.0;9.0;0.978874883286648;0.6026680431622821;1806.7700152207003;523.0;Тева Фармацевтические Предприятия Лтд.;0.0019120458891013384;1.0;0.0;0.15384615384615385;0.7692307692307693;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0;0.41025641025641024;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.2307692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.05128205128205128;0.1282051282051282;0.0;0.02564102564102564;0.0;0.0;0.0;0.0;0.0;39.0;0.5006373486297004
Верофарм АО;0.0;;0.0;0.4230769230769231;0.5769230769230769;0.0;;0.4;4;26.0;55.783271;37.707726;ChIJl4iGdHI1tUYRPpuMLBy-t98;Верофарм;;https://veropharm.ru/;[];1417198.0;111167.0;118.0;0.9227166276346604;0.6784948578469265;1756.8237898465172;443.0;"Открытое акционерное общество ""Верофарм""";0.009029345372460496;0.0;1.0;0.0;0.3787878787878788;0.0;0.4015151515151515;0.2196969696969697;0.0;0.0;0.0;0.0;0.0;0.07575757575757576;0.022727272727272728;0.007575757575757577;0.0;0.0;0.0;0.0;0.0;0.0;0.5606060606060606;0.05303030303030303;0.03787878787878788;0.12878787878787878;0.0;0.0;0.007575757575757577;0.09090909090909093;0.007575757575757577;0.0;0.007575757575757577;0.0;0.0;0.0;0.0;0.0;132.0;0.30300978179082017
Сотекс ФармФирма ЗАО/пр.Эллара ООО;0.0;;0.0;1.0;0.0;0.0;;1.0;2;2.0;55.8484568;37.45428769999999;ChIJm0SyLPhHtUYRQqEUH_oP958;ФармАС, ООО гомеопатическая аптека;0.0;http://www.аптекафармас.рф/;[['Пользуюсь услугами этой аптеки. Фармацевты всегда вежливые. Если препарат отсутствует закажут и всегда позвонят о его поступлении. Приятно ходить в эту аптеку.', 5, 1479734633]];;;;1.0;0.7407407407407408;1826.0666666666666;37.0;"ООО ""Славянская аптека""";0.05405405405405406;0.24;0.76;0.0;0.96;0.0;0.0;0.0;0.04;0.08;0.0;0.0;0.0;0.2;0.0;0.0;0.12;0.0;0.0;0.0;0.0;0.0;0.28;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.3513513513513513
ЭКОлаб ЗАО;0.0;Проблема в описании.;7.0;1.0;0.0;0.0;;1.0;1;1.0;55.7037598;37.568313;ChIJm3B8sINMtUYRTPc2C-3HsQo;Эколаб-центр;0.0;http://www.ekolab.ru/;[['', 5, 1488474460]];5007953.0;299619.0;67.0;0.9456521739130436;0.7602173913043478;1752.2700534759356;77.0;Эколаб ЗАО;0.012987012987012988;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.030303030303030307;0.0;0.03787878787878788;0.0;0.5681818181818182;0.045454545454545456;0.0;0.030303030303030307;0.0;0.0;0.0;0.0;0.0;0.2575757575757576;0.0;0.0;0.0;0.0;0.0;0.0;0.030303030303030307;0.030303030303030307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;132.0;0.3376623376623376
Рекитт Бенкизер Хелскэр Интернешнл Лтд;1.0;;0.0;0.7727272727272727;0.22727272727272727;0.0;;1.0;2;22.0;55.7318802;37.6438446;ChIJm5FQtSFLtUYRcLjIkK1z0wI;Рекитт Бенкизер;0.0;http://www.rb.com/;[['', 5, 1465675197]];158176.0;104375.0;1779.0;0.9895833333333334;0.8464583333333334;1780.701388888889;90.0;Рекитт Бенкизер Хелскэр Интернешнл Лтд;0.022222222222222223;1.0;0.0;0.0;0.9870967741935484;0.0;0.012903225806451613;0.0;0.0;0.0;0.0;0.045161290322580636;0.0;0.5483870967741935;0.0;0.0;0.0064516129032258064;0.0;0.0;0.0;0.0;0.0;0.12258064516129033;0.01935483870967742;0.025806451612903226;0.0;0.045161290322580636;0.0;0.16774193548387098;0.0;0.01935483870967742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;155.0;0.34074074074074073
Армавирская биологическая фабрика ФКП;-1.0;;0.0;0.3333333333333333;0.6666666666666666;0.3333333333333333;236.0;0.4666666666666667;2;3.0;55.75458099999999;37.626212;ChIJmRlppFlKtUYRAYZL6rWs5gA;Торгово-промышленная палата Российской Федерации;0.019999999999999928;http://tpprf.ru/ru/;[['Пешая доступность до 5 линий метрополитена - это важно! )', 5, 1495013391], ['Государственное учреждение. Часто проводятся деловые мероприятия, приём иностранных делегаций, бизнес миссий.', 5, 1476901819], ['Красивое здание итальянского архитектора', 5, 1487603301], ['Видимо здесь торгуют ', 4, 1479191534], ['Beautiful building.\n???? ????.\nКрасивой Здание.', 5, 1516897480]];154036.0;10144.0;2780.0;1.0;0.8953125;1591.7857142857142;74.0;"ОАО ""Нижегородский химико-фармацевтический завод""";0.02702702702702703;0.0;1.0;0.0;0.9298245614035088;0.017543859649122806;0.05263157894736842;0.0;0.0;0.05263157894736842;0.0;0.0;0.0;0.15789473684210525;0.10526315789473684;0.017543859649122806;0.15789473684210525;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.05263157894736842;0.0;0.0;0.0;0.017543859649122806;0.2982456140350877;0.05263157894736842;0.0;0.017543859649122806;0.017543859649122806;0.0;0.0;0.0;0.0;57.0;0.17123123123123118
Барнаульский завод медпрепаратов ООО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.91795699999999;37.3993459;ChIJmSbw8aY_tUYRMwI1ASuUhxY;Катрен;0.42000000000000004;;"[['Мне нравится компания и люди с которыми я работаю. Все трудяжки. Много хороших спецов ушло, но вряд ли забудут Катрен! Я тоже с грустью и любовью вспоминаю их.', 5, 1506405365], ['Спросил у сторожа (охранник) где туалет.\nОн объяснил, хотя около него в подъезде есть туалет.\nНашёл по его объяснениям и сразу вернулся к этому говноеду-сторожу с ""благодарностью""\nУВАЖАЕМЫЕ ГОСПОДА РУКОВОДИТЕЛИ\nВЫ КОГДА ЭТИХ ДЕБИЛОВ СТОРОЖЕЙ БЕРЁТЕ НА РАБОТУ СПРАВТЕСЬ О ЕГО ПОЛНОЦЕННОСТИ!!!\nИли смените сторожей и туалетные кабинки!!!\n', 1, 1499248652], ['Отгрузки можно ждать сутки; даже если у вас 2 коробки - будете ждать очереди за фурами. График условен: на ворота поставят по графику, а когда отгрузят - хз. Связаться с приемкой теперь нельзя. Да и вообще хрен кому пожалуешься. Гвоздь программы - сортир для водителей: засратая до невозможности кабинка, куда тошно зайти.', 1, 1474468167], ['Ночью подъехал показал накладную зарегистрировался и запустили на стоянку  утром здал документы и остальное всё по эсемеске ворота дают выгрузят тоже смску отправят за документами тоже смску скинут только туалет на улице био отвратительный ', 4, 1467874608], ['', 1, 1500654793]]";;;;1.0;0.9268292682926828;1826.166666666667;43.0;"ОАО ""Фармацевтическая фабрика Санкт-Петербурга""";0.023255813953488372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.48108527131782947
Алкон-Куврер Н.В. С.А.;0.0;;0.0;1.0;0.0;0.0;;1.0;1;3.0;55.8049297;37.5207385;ChIJmftiOMpJtUYRUCJqGsDBtXg;Алкон Фармацевтика;;http://moiglaza.ru/;[];609208.0;52694.0;40.0;0.875;0.90625;1826.0;19.0;с.а. Алкон-Куврер н.в.;0.05263157894736842;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.5175438596491228
Шеринг-Плау Лабо Н.В.;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.72319049999999;37.6091515;ChIJn-lNRw5LtUYR8gybSDdC-dE;Schering Plough (Швейцария);;;[];;;;0.8378600823045268;0.8131687242798353;1798.6153846153848;88.0;Шеринг-Плау Лабо Н.В.;0.011363636363636364;1.0;0.0;0.015625;0.140625;0.0;0.0;0.59375;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.265625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015625;0.0;0.0;0.0;0.015625;0.09375;0.171875;0.0;0.0625;0.03125;0.03125;0.140625;0.03125;0.140625;64.0;0.5037878787878788
Альфа Вассерманн С.п.А.;0.0;;0.0;0.6;0.4;0.0;;0.6799999999999999;1;5.0;55.76799329999999;37.60208170000001;ChIJnYaPtiVLtUYRuK3rKkGK2U8;Альфасигма Рус;;https://www.alfasigma.com.ru/;[];;;;1.0;0.8;1468.0;20.0;Альфа Вассерманн С.п.А.;0.05;1.0;0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.41
Хоффманн-Ля Рош Лтд/пр.Дженентек Инк/уп.Ортат ЗАО;-1.0;;0.0;0.6666666666666666;0.3333333333333333;0.1111111111111111;95.0;0.7333333333333333;1;9.0;55.6616108;37.5461009;ChIJn_8YrSBNtUYRI43H0GseLmU;Фармацевтический Вестник Газета;;https://www.pharmvestnik.ru/;[];249370.0;17540.0;854.0;1.0;0.9444444444444444;1826.0;9.0;"ООО ""СИА ИНТЕРНЕЙШНЛ Активные Фармацевтические Субстанции""";0.1111111111111111;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.4481481481481482
