Производитель;Тренд;Нарушения экспертно;Тяжесть нарушения экспертно;Изъятие из обращения;Приостановлена реализация;Разрешен;Скорость реагирования;Тяжесть нарушения;Наименование товара;place_total_fail;lat;long;place_id;google_name;google_rating;site;reviews;world_rank;country_rank;link_numbers;place_was_nullated;place_no_end;place_time;place_size;Юридическое лицо, на имя которого выдано регистрационное удостоверение;place_fail_rel_size;Иностранцы;Россия;контрафактное ЛС;недоброкачественное ЛС;незарегистрированное ЛС;оригинальное ЛС;сомнительное ЛС;фальсифицированное ЛС;Партия;Брак поставщика (подтвержден);Брак производителя (изъятие без уничтожения);Брак производителя (партия);Брак производителя (территория);Брак производителя Россия;Изменение;Изъятие;Изъятие незарегистрированного ЛС;Изъятие по неподтвержденной декларации;Контрафакт;Незаконный ввоз;О переводе на предварительный контроль;Отзыв;Отзыв деклараций о соответствии;Отзыв производителем;Отзыв производителем (Ф/С);Отзыв производителем партии;Ошибка репортера;Прекращение обращения;Приостановление;Приостановление реализации;Разрешение (партия);Разрешение (серия);Разрешение реализации;Фальсификация;Фальсификация (изъятие по признакам);Фальсификация полное изъятие;Фальсификация приостановление;place_total_letters;Итоговый рейтинг
Сан Фармасьютикал Индастриз Лтд;1.0;;0.0;1.0;0.0;0.0;;1.0;1;5.0;55.6616108;37.5461009;ChIJn_8YrSBNtUYRxyUlP-UJ5Yw;Сан Фармасьютикал Индастриз Лимитед;;http://www.sunpharma.com/russia;[];191185.0;16379.0;622.0;0.9920159680638724;0.6779773785761811;1826.7266666666665;177.0;Сан Фармасьютикал Индастриз Лтд.;0.005649717514124294;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.5018832391713748
ДАВ Фарм ООО;1.0;Маркировка.;4.0;1.0;0.0;0.0;;1.0;1;1.0;55.79939200000001;37.40765089999999;ChIJn_aYQZxItUYRhC6m01eiNzw;"Аптека ООО ""Фарм-Инк""";0.0;http://www.apteki-moscow.ru/directory/page/13/;[['', 5, 1455042055]];;;;1.0;1.0;;1.0;ДАВ Фарм ООО;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02325581395348837;0.0;0.11627906976744184;0.09302325581395347;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2325581395348837;0.0;0.04651162790697674;0.0;0.0;0.0;0.2558139534883721;0.16279069767441862;0.06976744186046513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;0.6666666666666666
Кедрион С.п.А.;0.0;Маркировка.;4.0;0.0;1.0;0.0;;1.0;1;2.0;55.73975000000001;37.7830579;ChIJo5zZa5zKSkERl-aVlk3Q1Xs;Лайф Фактор;;http://www.lifefactor.ru/;[];;;;0.9458333333333332;0.8208333333333333;1709.0;30.0;Талекрис Биотерапьютикс, Инк.;0.03333333333333333;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5111111111111112
Органика АО;0.0;;0.0;0.5;0.5;0.5;;0.3;2;2.0;55.6531819;37.72526769999999;ChIJoUk_NHW0SkERMgy3DMTrbDM;Органика;;http://www.organica-nk.ru/;[];4591358.0;414648.0;43.0;1.0;0.8535412085944;1826.482142857143;189.0;"Открытое акционерное общество ""Органика"" (ОАО  ""Органика"")";0.010582010582010581;0.0;1.0;0.0;0.4514285714285714;0.0;0.017142857142857144;0.5314285714285715;0.0;0.005714285714285714;0.0;0.005714285714285714;0.0;0.18857142857142856;0.06857142857142857;0.0;0.005714285714285714;0.0;0.0;0.0;0.0;0.0;0.03428571428571429;0.0;0.08;0.52;0.017142857142857144;0.0;0.0;0.005714285714285714;0.051428571428571435;0.0;0.0;0.011428571428571429;0.0;0.0;0.005714285714285714;0.005714285714285714;175.0;0.27019400352733686
Гедеон Рихтер ОАО;0.0;Маркировка.;4.0;0.0;1.0;0.0;;1.0;1;2.0;55.7283426;37.61693010000001;ChIJp7OiFxBLtUYRAlLOfZyUKcg;Московское представительство ОАО Гедеон Рихтер (Венгрия);;http://www.g-richter.ru/;[];1666466.0;145682.0;162.0;0.9400477149034518;0.5872718897444911;1765.1818181818182;357.0;"Представительство ОАО ""Гедеон Рихтер"" (Венгрия) г. Москва";0.0028011204481792717;0.7702702702702703;0.2297297297297297;0.0;0.3310810810810811;0.0;0.013513513513513514;0.6554054054054054;0.0;0.0;0.0;0.0;0.0;0.013513513513513514;0.020270270270270268;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.013513513513513514;0.006756756756756757;0.2297297297297297;0.0;0.0;0.0;0.0;0.020270270270270268;0.054054054054054064;0.0;0.027027027027027032;0.020270270270270268;0.08783783783783784;0.28378378378378377;0.013513513513513514;0.20270270270270271;148.0;0.5009337068160598
Озон ООО;-1.0;;0.0;1.0;0.0;0.0;43.0;1.0;4;10.0;55.816399;37.5077009;ChIJpQ9D8jBItUYRFofd50bTTJQ;ОЗОН-МОНТАЖ, ООО;;http://ozon-voda.ru/contacts;[];2281640.0;193662.0;53.0;1.0;0.7419354838709677;1826.0;31.0;Озон ООО;0.12903225806451613;0.0;1.0;0.0;0.7061994609164419;0.0;0.09973045822102426;0.1940700808625337;0.0;0.0026954177897574125;0.0;0.008086253369272238;0.0;0.0;0.01078167115902965;0.07547169811320754;0.005390835579514825;0.0;0.0;0.0;0.0;0.0;0.2075471698113208;0.0;0.38544474393531003;0.0;0.0;0.0;0.0;0.03234501347708895;0.07008086253369272;0.0;0.20215633423180596;0.0026954177897574125;0.0;0.0;0.0;0.0;371.0;0.543010752688172
Биокад ЗАО;0.0;;0.0;1.0;0.0;0.0;;0.6;2;4.0;55.7606729;37.1689262;ChIJq6qqasxEtUYR1tRvm4fQYLs;BIOCAD (ЗАО Биокад);0.2;http://www.biocad.ru/;[['Класс', 5, 1448571870], ['', 5, 1509354873], ['', 5, 1499705474], ['', 1, 1434538583]];680183.0;45594.0;158.0;0.875;0.5744565217391304;1658.8846153846152;135.0;"Закрытое акционерное общество ""Биокад""";0.014814814814814815;0.0;1.0;0.0;0.8;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.271604938271605
Биомед ОАО им.И.И.Мечникова (г.Красногорск);0.0;;0.0;0.0;1.0;0.0;;1.0;1;1.0;55.75273170000001;37.1651026;ChIJq6qqasxEtUYRKMobQ8i0TjU;"ОАО ""Биомед"" им. И.И. Мечникова";0.1;http://www.biomedm.ru/;[['', 5, 1511024939], ['', 5, 1488107294], ['', 5, 1485685843], ['', 3, 1380545846]];5419231.0;511338.0;30.0;0.9;0.850834879406308;1826.75;133.0;"Открытое акционерное общество ""Биомед"" им.И.И. Мечникова";0.007518796992481203;0.0;1.0;0.0;0.9090909090909092;0.0;0.0;0.09090909090909093;0.0;0.0;0.0;0.09090909090909093;0.0;0.0;0.4545454545454545;0.09090909090909093;0.0;0.0;0.0;0.09090909090909093;0.0;0.0;0.0;0.0;0.09090909090909093;0.0;0.0;0.0;0.09090909090909093;0.09090909090909093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.3691729323308271
Ист-Фарм ЗАО;0.0;;0.0;0.0;1.0;1.0;184.0;0.3;2;2.0;55.80250699999999;37.74364200000001;ChIJqVjuv-I0tUYR24VQf6E9RMM;ИСТ-ФАРМ;;;[];;;;1.0;0.6525490196078432;1826.1051587301588;57.0;"Общество с ограниченной ответственностью ""ИСТ-ФАРМ"" (ООО ""ИСТ-ФАРМ"")";0.03508771929824561;0.0;1.0;0.0;0.967741935483871;0.0;0.03225806451612903;0.0;0.0;0.06451612903225806;0.0;0.0;0.0;0.0;0.0967741935483871;0.0;0.03225806451612903;0.0;0.0;0.0;0.0;0.0;0.4516129032258064;0.0;0.06451612903225806;0.0;0.0;0.0;0.0;0.06451612903225806;0.2258064516129032;0.0;0.0;0.06451612903225806;0.0;0.0;0.0;0.0;31.0;0.2783625730994152
Натива ООО;0.0;;0.0;0.0;1.0;1.0;;0.4;1;1.0;55.766281000000006;37.593895;ChIJs8k2pDlKtUYRTBV4Ej5i3Os;"ООО ""Натива""";0.0;http://www.nativa.pro/;[['Хорошая компания. Приятно иметь с ними дело.', 5, 1457121289]];2827771.0;261574.0;47.0;0.875;0.6613247863247863;1828.4043715846994;128.0;"Общество с ограниченной ответственностью ""Натива"" (ООО ""Натива"")";0.0078125;0.0;1.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.0;0.0;0.0;4.0;0.13593750000000002
Красфарма ОАО;0.0;;0.0;0.0;1.0;0.0;;1.0;1;1.0;55.7376634;37.6577927;ChIJsQrpg-dKtUYR-HoJoprREHs;КРАСФАРМА;;http://kraspharma.ru/;[];4761412.0;809200.0;18.0;0.90775014459225;0.6552920763447079;1826.04;161.0;"Открытое акционерное общество ""Красфарма"" (ОАО ""Красфарма"")";0.006211180124223602;0.0;1.0;0.0;0.9872611464968152;0.0;0.0;0.012738853503184714;0.0;0.0;0.0;0.0;0.0;0.10191082802547773;0.11464968152866242;0.0;0.01910828025477707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3630573248407643;0.0;0.03184713375796178;0.0;0.0;0.3312101910828025;0.012738853503184714;0.0;0.012738853503184714;0.0;0.012738853503184714;0.0;0.0;0.0;157.0;0.5020703933747411
Биннофарм АО;0.0;;0.0;1.0;0.0;0.0;;1.0;2;2.0;56.014996;37.18598190000001;ChIJsygL9UIUtUYRsYlUQqhOn8U;Биннофарм;0.2;http://www.binnopharm.ru/;[['Ваш препарат,который нам втюхивают, Эритропоэтин,не работает!! При максимальной дозе,2000?7 в неделю! После импортозамещения,будете прокляты, упал гемоглобин', 1, 1511800012], ['', 5, 1510596035], ['', 5, 1485179544], ['', 5, 1442767541]];3298475.0;231205.0;39.0;0.8533834586466166;0.6191102756892229;1826.4696969696965;103.0;Роскарфарм АО;0.019417475728155338;0.0;1.0;0.0;0.8571428571428571;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.21428571428571427;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.4064724919093851
Замбон С.П.А.;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.74374399999999;37.5866491;ChIJteSYs7FLtUYRN4RzNBJ2P1s;Zambon;0.2;http://www.zambon.ru/;[['', 5, 1516360081], ['', 4, 1454503748], ['', 3, 1372204381]];4626173.0;179994.0;75.0;1.0;0.8888888888888891;1826.5;21.0;Замбон Свитцерланд Лтд;0.047619047619047616;1.0;0.0;0.0;0.9545454545454546;0.0;0.0;0.045454545454545456;0.0;0.0;0.0;0.0;0.0;0.2272727272727273;0.6363636363636364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045454545454545456;0.0;0.0;0.0;0.0;0.0;0.045454545454545456;0.0;0.0;0.0;0.0;0.0;0.0;0.045454545454545456;0.0;0.0;22.0;0.4158730158730159
Италфармако С.п.А.;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.74363899999999;37.58658300000001;ChIJteSYs7FLtUYRPCw1Aiev_FE;Италфарма Ко.;;http://www.italfarmaco.ru/;[];15204928.0;;30.0;1.0;0.8084415584415584;1826.2222222222226;48.0;Италфармако С.п.а.;0.020833333333333332;1.0;0.0;0.0;0.979591836734694;0.0;0.0;0.020408163265306117;0.0;0.0;0.0;0.16326530612244894;0.0;0.0;0.0;0.16326530612244894;0.0;0.0;0.0;0.0;0.0;0.0;0.30612244897959184;0.0;0.0;0.0;0.0;0.0;0.061224489795918366;0.061224489795918366;0.061224489795918366;0.0;0.16326530612244894;0.0;0.0;0.020408163265306117;0.0;0.0;49.0;0.5069444444444444
Верваг Фарма ГмбХ и Ко.КГ/пр.Солюфарм ГмбХ и Ко.КГ;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.76172099999999;37.6789879;ChIJtfmJlfeySkERM8quumUoRUA;Верваг Фарма ГмбХ И Ко. Кг;0.0;http://www.woerwagpharma.ru/;[['', 5, 1436652761]];8973971.0;685826.0;42.0;0.9552669552669552;0.8042929292929293;1813.107142857143;79.0;ТАД Фарма ГмбХ;0.012658227848101266;1.0;0.0;0.0;0.3469387755102041;0.0;0.12244897959183673;0.5306122448979592;0.0;0.1020408163265306;0.0;0.020408163265306117;0.0;0.0;0.08163265306122447;0.0;0.08163265306122447;0.0;0.0;0.0;0.0;0.0;0.1836734693877551;0.0;0.020408163265306117;0.0;0.0;0.0;0.0;0.061224489795918366;0.020408163265306117;0.0;0.0;0.020408163265306117;0.040816326530612235;0.20408163265306126;0.0;0.2653061224489796;49.0;0.3375527426160338
Фармаприм ООО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;3.0;55.78364000000001;37.560017;ChIJu0cpgh5ItUYRgUw7GkBlxZA;ООО «ФК Гранд Капитал»;;http://grand-capital.ru/;[];2631002.0;218792.0;26.0;1.0;1.0;;5.0;Фармаприм ООО;0.2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.03333333333333333;0.0;0.2;0.0;0.26666666666666666;0.2333333333333333;0.06666666666666668;0.03333333333333333;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.03333333333333333;0.06666666666666668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.5666666666666667
Санофи-Синтелабо Лтд;0.0;Проблема в описании.;7.0;0.0;1.0;0.0;;1.0;1;1.0;55.659119;37.7514321;ChIJu4O6bBG0SkERH2Glcrufkzo;Натур Рецепт;0.0;https://www.naturrecept.ru/;[['', 5, 1476204574], ['', 5, 1461946322]];13092036.0;790729.0;113.0;0.9166666666666666;0.75;1886.916666666667;31.0;Санофи-Синтелабо Лтд;0.03225806451612903;0.2711864406779661;0.7288135593220338;0.01694915254237288;0.9830508474576272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6440677966101694;0.13559322033898305;0.0;0.01694915254237288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06779661016949153;0.0;0.0847457627118644;0.0;0.0;0.05084745762711865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;0.3440860215053763
Акрихин ХФК АО;0.0;Проблема в описании.;7.0;1.0;0.0;0.0;;1.0;1;1.0;55.7966692;38.1861776;ChIJu4nq5OHPSkERVN5v6SzNWAI;Акрихин;0.0;http://www.akrikhin.ru/;[['ЗАГОВОР или СГОВОР АПТЕК!  Врач прописал постоянно (пожизненно) принимать 3 раза в день лекарство Мерказолил. Это примерно, как диабетики без инсулина, который получают БЕСПЛАТНО жить не могут, так же и я, но только постоянно покупаю в аптеке Мерказолил, стоимостью от 25-50 рублей за 50-100 штук таблеток. Я проживаю в республике Марий Эл, город Йошкар-Ола к сожалению Мерказолил исчез из всех аптек разом. Обзвонила все аптеки города и все, как один отвечают что этого препарата у них уже давно нет, не завозят, не получают, и предлагают аналогичный импортный препарат Тирозол, но цена его ДОРОЖЕ в 7-10 раз, стоит он от 205-350 рублей за те же 50 штук таблеток. А в одной аптеке мне предложили поехать в УКРАИНУ за Мерказолилом, если я хочу покупать его по прежней цене, мотивируя тем что лекарство выпускается на Украине. А когда я ответила что у меня осталась коробочка от прежнего лекарства и там написано, что Мерказолил выпускается в России в Московской области, г. Старая Купавна, но не успела договорить.... на том конце провода бросили трубочку, раздались короткие гудки... Итак, кто мне ответит, куда обращаться, а может мне вместо импортного дорогостоящего лекарства местечко на кладбище для могилки прикупить в кредит, пенсия моя 5704,03 руб. всё равно, как доктор сказал, не будешь принимать лекарство - умрешь! ', 5, 1444569394], ['На производстве практически стерильно ?', 5, 1489393169], ['Акрихин', 5, 1488785001], ['', 5, 1462694765], ['', 5, 1457116395]];1126463.0;96609.0;116.0;0.9550165982071354;0.7846138007447059;1825.43320802005;361.0;Химфарм АО;0.002770083102493075;0.2268041237113402;0.7731958762886598;0.0;0.9381443298969072;0.0;0.020618556701030927;0.030927835051546393;0.0;0.030927835051546393;0.0;0.08247422680412371;0.0;0.15463917525773194;0.061855670103092786;0.010309278350515464;0.0;0.0;0.0;0.0;0.0;0.0;0.12371134020618554;0.0;0.10309278350515463;0.0;0.010309278350515464;0.0;0.0;0.20618556701030927;0.17525773195876287;0.0;0.020618556701030927;0.030927835051546393;0.0;0.010309278350515464;0.010309278350515464;0.0;97.0;0.33425669436749766
Берлин-Хеми/Менарини Фарма ГмбХ;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.71943620000001;37.6119539;ChIJv0hf4BJLtUYRBpKJcntekR0;Берлин-хеми;;http://www.berlin-chemie.ru/;[];955112.0;118413.0;156.0;0.978835978835979;0.5357142857142857;1826.1851851851845;68.0;Берлин-Хеми/Менарини Фарма ГмбХ, Германия;0.014705882352941176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5049019607843137
Бристол-Майерс Сквибб;0.0;;0.0;1.0;0.0;0.0;;0.4;1;38.0;55.76165349999999;37.65857219999999;ChIJvS5sNolKtUYR0TfMFpYvPcU;Бристол-Майерс Сквибб;0.0;http://b-ms.ru/;[['', 5, 1473797568], ['', 5, 1457254571]];;;;0.8948218837237529;0.5381569365214225;1514.8117050691244;155.0;Упса Лаборатории, отделение Бристол-Майерс Сквибб;0.0064516129032258064;1.0;0.0;0.0;0.8170731707317073;0.0;0.11585365853658534;0.06707317073170732;0.0;0.0;0.0;0.0;0.0;0.027439024390243903;0.06707317073170732;0.0;0.006097560975609756;0.0;0.0;0.006097560975609756;0.0;0.0;0.11585365853658534;0.009146341463414634;0.6829268292682927;0.0;0.003048780487804878;0.0;0.0;0.018292682926829267;0.0;0.0;0.003048780487804878;0.0;0.027439024390243903;0.012195121951219513;0.003048780487804878;0.018292682926829267;328.0;0.13548387096774195
Ядран Галенский Лабораторий АО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;4.0;55.68410400000001;37.5460939;ChIJvTdL7u1MtUYR401N-nauPxk;ЯДРАН — ГАЛЕНСКИ ЛАБОРАТОРИЙ;;http://zercalin.ru/;[];2018696.0;155535.0;13.0;1.0;0.8189542483660128;1826.4;56.0;Ядран Галенский Лабораторий а.о.;0.017857142857142856;1.0;0.0;0.0;0.8;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;10.0;0.5059523809523809
Касторсервис ООО;0.0;;0.0;0.0;1.0;0.0;;0.2;1;1.0;55.70359499999999;37.7436408;ChIJvdmABgS1SkERLMz-Mtw3REU;Поставщик.ПРО;;http://postavshik.pro/;[];18465042.0;;9.0;1.0;1.0;;1.0;Касторсервис ООО;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.5666666666666667
Новартис Фарма Штейн АГ;0.0;;0.0;1.0;0.0;0.0;;0.6;2;3.0;55.73457399999999;37.642539;ChIJveVS7eFKtUYRdVWjQEI-UOk;Novartis Pharma Services Inc;;http://novartis.ru/;[];2616120.0;210676.0;167.0;0.9858757062146892;0.3432203389830508;1814.81981981982;355.0;Новартис Фарма Штейн АГ;0.005633802816901409;1.0;0.0;0.30952380952380953;0.2380952380952381;0.0;0.07142857142857142;0.3809523809523809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.30952380952380953;0.0;0.0;0.21428571428571427;0.047619047619047616;0.0;0.047619047619047616;0.0;0.0;0.0;0.0;0.0;0.0;0.047619047619047616;0.047619047619047616;0.0;0.0;0.023809523809523808;0.023809523809523808;0.0;0.023809523809523808;0.14285714285714285;42.0;0.3685446009389672
Зеленая Дубрава ЗАО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;2.0;55.7403005;37.7408623;ChIJw0jGtFC1SkERVe0FauPd_Mo;Зеленая Дубрава;0.0;http://www.mazi.ru/;[['', 5, 1519572358]];4138007.0;254845.0;22.0;0.9629629629629628;0.7248677248677249;1683.75;35.0;Зеленая Дубрава ЗАО;0.02857142857142857;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4142857142857143;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042857142857142864;0.0;0.18571428571428567;0.0;0.014285714285714284;0.0;0.0;0.08571428571428573;0.057142857142857134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0.3428571428571428
НПО Петровакс Фарм ООО;0.0;;0.0;0.5;0.5;0.0;;1.0;1;2.0;55.76214399999999;37.5705989;ChIJw6CGOPCxSkERZdlGuKq0HOk;НПО Петровакс Фарм;0.32;http://petrovax.ru/;[['', 5, 1515434329], ['', 5, 1512395138], ['', 5, 1505310583], ['', 1, 1476119208], ['', 1, 1469717919]];3070198.0;235546.0;91.0;1.0;1.0;;54.0;Санкт-Петербургский НИИ вакцин и сывороток и предприятие по производству бактерийных препаратов ФГУП ФМБА;0.018518518518518517;0.0;1.0;0.0;0.5138888888888888;0.0;0.4861111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.013888888888888888;0.0;0.0;0.2777777777777778;0.0;0.0;0.0;0.0;0.0;0.4861111111111111;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;0.1527777777777778;0.013888888888888888;0.0;0.013888888888888888;0.013888888888888888;0.0;0.0;0.0;0.0;72.0;0.44617283950617287
Фармак ОАО;0.0;Проблема в описании.;7.0;0.0;1.0;0.0;;1.0;1;1.0;55.712458;37.42538280000001;ChIJwfdBT4lOtUYRlvmtgXtPoYc;ФАРМАК, фармацевтическая компания;;http://farmak.ua/;[];677230.0;17642.0;159.0;0.8833333333333334;0.37666666666666665;1826.271428571429;57.0;Фармак а.о.;0.017543859649122806;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.031746031746031744;0.0;0.1746031746031746;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015873015873015872;0.031746031746031744;0.0;0.0;0.0;0.0;0.1746031746031746;0.015873015873015872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;0.5058479532163743
Байер Фарма АГ;0.0;Упаковка.;4.0;1.0;0.0;0.0;;1.0;1;1.0;55.7903556;37.6599679;ChIJx76NZM1LtUYRQN7LcStjgSg;Bayer AG;0.019999999999999928;https://www.bayer.ru/;[['Офис отличный', 5, 1509259396], ['Изобретатели аспирина и всех его форм', 4, 1490791696], ['Просто офис  Bayer', 5, 1498567492], ['An awesome that serves people.', 5, 1495365414], ['', 5, 1509212205]];393077.0;35731.0;319.0;0.9695697023283232;0.856716769820218;1736.4407894736844;249.0;Байер Шеринг Фарма Ой;0.004016064257028112;1.0;0.0;0.4761904761904762;0.3333333333333333;0.0;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.3333333333333333;0.0;0.0;0.19047619047619047;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;21.0;0.3413386880856761
БиоФармКомбинат ООО;0.0;Проблема в описании.;7.0;1.0;0.0;0.0;;1.0;1;1.0;55.67638700000001;37.570796;ChIJyS2nIclMtUYR6uiXMFxWuKY;"ООО ""Коммерсантъ Картотека""";;http://www.kartoteka.ru/;[];125588.0;6784.0;605.0;1.0;1.0;;1.0;Паркинфарм ООО;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8333333333333334
Аджио Фармацевтикалз Лтд;1.0;;0.0;0.75;0.25;0.0;;0.9714285714285713;7;28.0;55.686634;37.607479;ChIJydtP0a5MtUYRvaTk_uo0weY;Аджио-Фармацевтика;;http://agio-pharma.yp.ru/;[];64414.0;3574.0;568.0;0.9787234042553192;0.7446808510638298;1826.333333333333;47.0;Аджио Фармацевтикалз Лтд;0.14893617021276595;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.008771929824561403;0.0;0.008771929824561403;0.0;0.21929824561403508;0.2543859649122807;0.0;0.017543859649122806;0.0;0.0;0.0;0.0;0.0;0.19298245614035087;0.0;0.0;0.0;0.0;0.0;0.07894736842105263;0.04385964912280702;0.18421052631578946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0;0.5401215805471123
Д-р Реддис Лабораторис Лтд;0.0;;0.0;1.0;0.0;0.0;;0.4;1;1.0;55.74400010000001;37.6349599;ChIJz0wKvftKtUYRE6bn6S4LM_s;Др. Редди'с Лабораторис;0.0;http://ibuclin.com/kontakty/;[['', 5, 1500320654]];11671276.0;;1.0;0.9812000683275518;0.5273277357300535;1826.2990909090909;213.0;Представительство фирмы «Д-р Редди`c Лабораторис Лтд.»;0.004694835680751174;1.0;0.0;0.0;0.4473684210526316;0.0;0.008771929824561403;0.5263157894736842;0.017543859649122806;0.008771929824561403;0.0;0.017543859649122806;0.0;0.03508771929824561;0.05263157894736842;0.0;0.02631578947368421;0.0;0.0;0.0;0.0;0.0;0.008771929824561403;0.03508771929824561;0.16666666666666666;0.0;0.0;0.0;0.0;0.16666666666666666;0.03508771929824561;0.0;0.06140350877192983;0.008771929824561403;0.06140350877192983;0.16666666666666666;0.0;0.15789473684210525;114.0;0.1348982785602504
